foia_id,departments,keywords
17-FOI-00043,Contract Management,bid
17-FOI-00044,Unknown,
17-FOI-00045,Unknown,
17-FOI-00046,Unknown,
17-FOI-00047,Unknown,
17-FOI-00048,Central Reporting,incident
17-FOI-00049,Unknown,
17-FOI-00050,Unknown,
17-FOI-00051,Unknown,
17-FOI-00052,Unknown,
17-FOI-00053,Unknown,
17-FOI-00054,Unknown,
17-FOI-00055,Police Department,police
17-FOI-00056,Police Department,police
17-FOI-00057,"Email searches,Central Reporting","emails,incident"
17-FOI-00058,Central Reporting,incident
17-FOI-00059,Unknown,
17-FOI-00060,Unknown,
17-FOI-00061,Unknown,
17-FOI-00062,Unknown,
17-FOI-00063,Unknown,
17-FOI-00064,Unknown,
17-FOI-00065,Unknown,
17-FOI-00066,Email searches,emails
17-FOI-00067,Unknown,
17-FOI-00068,Unknown,
17-FOI-00069,Contract Management,contract
17-FOI-00070,Unknown,
17-FOI-00071,Unknown,
17-FOI-00072,Unknown,
17-FOI-00073,Unknown,
17-FOI-00074,Unknown,
17-FOI-00075,Unknown,
17-FOI-00076,Unknown,
17-FOI-00077,Contract Management,bid
17-FOI-00078,Unknown,
17-FOI-00079,Unknown,
17-FOI-00080,Unknown,
17-FOI-00081,Unknown,
17-FOI-00082,Police Department,police
17-FOI-00083,"Video - Locomotive Only,Police Department","dashcam,police"
17-FOI-00084,Unknown,
17-FOI-00085,Unknown,
17-FOI-00086,Unknown,
17-FOI-00088,Unknown,
17-FOI-00089,Unknown,
17-FOI-00090,Police Department,police
17-FOI-00091,"Video (surveillance videos, APD,EMCS)",surveillance
17-FOI-00092,Unknown,
17-FOI-00093,Unknown,
17-FOI-00094,Train Schedules,delays
17-FOI-00095,Police Department,police
17-FOI-00096,Unknown,
17-FOI-00097,Unknown,
17-FOI-00098,Unknown,
17-FOI-00099,"Police Department,Central Reporting","police,incident"
17-FOI-00100,Unknown,
17-FOI-00101,Unknown,
17-FOI-00102,"Police Department,Central Reporting","police,incident"
17-FOI-00103,Unknown,
17-FOI-00104,Unknown,
17-FOI-00105,Unknown,
17-FOI-00106,Contract Management,bid
17-FOI-00107,Central Reporting,incident
17-FOI-00108,Central Reporting,accident
17-FOI-00109,Police Department,police
17-FOI-00110,Unknown,
17-FOI-00111,Unknown,
17-FOI-00112,Unknown,
17-FOI-00113,Central Reporting,incident
17-FOI-00114,Unknown,
17-FOI-00115,Unknown,
17-FOI-00116,Unknown,
17-FOI-00117,Unknown,
17-FOI-00118,"Video (surveillance videos, APD,EMCS)",surveillance
17-FOI-00119,Unknown,
17-FOI-00120,Unknown,
17-FOI-00121,Unknown,
17-FOI-00122,Unknown,
17-FOI-00123,Unknown,
17-FOI-00124,Central Reporting,incident
17-FOI-00125,Unknown,
17-FOI-00126,Unknown,
17-FOI-00127,Unknown,
17-FOI-00128,Unknown,
17-FOI-00129,Unknown,
17-FOI-00130,Unknown,
17-FOI-00131,Email searches,emails
17-FOI-00132,Unknown,
17-FOI-00133,Central Reporting,incident
17-FOI-00134,Unknown,
17-FOI-00135,Unknown,
17-FOI-00136,Unknown,
17-FOI-00137,"Video (surveillance videos, APD,EMCS)",video
17-FOI-00138,"Video (surveillance videos, APD,EMCS),Central Reporting","video,incident"
17-FOI-00139,Unknown,
17-FOI-00140,Central Reporting,accident
17-FOI-00141,Unknown,
17-FOI-00142,Contract Management,bid
17-FOI-00143,Unknown,
17-FOI-00144,Central Reporting,incident
17-FOI-00145,Unknown,
17-FOI-00146,Unknown,
17-FOI-00147,Unknown,
17-FOI-00148,Unknown,
17-FOI-00149,Unknown,
17-FOI-00150,"Video (surveillance videos, APD,EMCS)",surveillance
17-FOI-00151,Contract Management,contracts
17-FOI-00152,Unknown,
17-FOI-00153,Unknown,
17-FOI-00154,Contract Management,contracts
17-FOI-00155,Unknown,
17-FOI-00156,Unknown,
17-FOI-00157,"Central Reporting,Video (surveillance videos, APD,EMCS)","accident,video"
17-FOI-00158,Contract Management,contract
17-FOI-00159,Unknown,
17-FOI-00160,Email searches,emails
17-FOI-00161,"Video (surveillance videos, APD,EMCS)",video
17-FOI-00162,Unknown,
17-FOI-00163,Central Reporting,accident
17-FOI-00164,"Video (surveillance videos, APD,EMCS)",video
17-FOI-00165,Central Reporting,accident
17-FOI-00166,Unknown,
17-FOI-00167,"Video (surveillance videos, APD,EMCS)",video
17-FOI-00168,Central Reporting,accident
17-FOI-00169,Unknown,
17-FOI-00170,Central Reporting,accident
17-FOI-00171,Contract Management,bid
17-FOI-00172,Unknown,
17-FOI-00173,Unknown,
17-FOI-00175,Central Reporting,incident
17-FOI-00176,Central Reporting,incident
17-FOI-00177,Unknown,
17-FOI-00178,Unknown,
17-FOI-00179,Unknown,
17-FOI-00181,Unknown,
17-FOI-00182,Unknown,
17-FOI-00183,"Procurement,Contract Management","procurement,contracts"
17-FOI-00184,Unknown,
17-FOI-00185,Unknown,
17-FOI-00186,Contract Management,contract
17-FOI-00187,Unknown,
17-FOI-00188,Unknown,
17-FOI-00189,Unknown,
17-FOI-00190,Unknown,
17-FOI-00191,Contract Management,bid
17-FOI-00192,Unknown,
17-FOI-00193,Unknown,
17-FOI-00194,Central Reporting,incident
17-FOI-00195,Central Reporting,accident
17-FOI-00196,Unknown,
17-FOI-00197,Contract Management,bid
17-FOI-00198,Unknown,
17-FOI-00199,Contract Management,contracts
17-FOI-00200,Unknown,
17-FOI-00201,Unknown,
17-FOI-00202,"Video (surveillance videos, APD,EMCS)",video
17-FOI-00203,Central Reporting,incident
17-FOI-00204,Unknown,
17-FOI-00205,"Pricing & Revenue Management, Train Fares",fee
17-FOI-00206,Unknown,
17-FOI-00207,Train Scheduling,consist
17-FOI-00208,Unknown,
17-FOI-00209,Unknown,
17-FOI-00210,Unknown,
17-FOI-00211,"Central Reporting,Train Schedules,Police Department","incident,delay,police"
17-FOI-00212,Contract Management,contracts
17-FOI-00213,Unknown,
17-FOI-00214,Contract Management,bid
17-FOI-00215,Unknown,
17-FOI-00216,Contract Management,contract
17-FOI-00217,Unknown,
17-FOI-00218,Unknown,
17-FOI-00219,Unknown,
17-FOI-00220,Unknown,
17-FOI-00221,Unknown,
17-FOI-00222,Unknown,
17-FOI-00223,Unknown,
17-FOI-00224,Unknown,
17-FOI-00225,Unknown,
17-FOI-00226,Unknown,
18-FOI-00001,Unknown,
18-FOI-00002,Unknown,
18-FOI-00003,Unknown,
18-FOI-00004,Unknown,
18-FOI-00005,Unknown,
18-FOI-00006,Unknown,
18-FOI-00007,Unknown,
18-FOI-00008,Contract Management,contract
18-FOI-00009,Unknown,
18-FOI-00010,Unknown,
18-FOI-00012,Unknown,
18-FOI-00015,Unknown,
18-FOI-00023,Unknown,
18-FOI-00024,Contract Management,contractors
18-FOI-00025,Contract Management,contract
18-FOI-00026,Unknown,
18-FOI-00027,"Video (surveillance videos, APD,EMCS)",video
18-FOI-00028,Contract Management,bid
18-FOI-00029,Unknown,
18-FOI-00030,Unknown,
18-FOI-00031,"Police Department,Central Reporting","police,incident"
18-FOI-00032,Unknown,
18-FOI-00033,"Central Reporting,Telephone Records,Video (surveillance videos, APD,EMCS),Police Department","accident,telephone,video,police"
18-FOI-00034,Unknown,
18-FOI-00035,Contract Management,contracts
18-FOI-00036,Unknown,
18-FOI-00037,Unknown,
18-FOI-00038,Unknown,
18-FOI-00039,Unknown,
18-FOI-00040,Unknown,
18-FOI-00041,Contract Management,contract
18-FOI-00042,Central Reporting,accident
18-FOI-00043,"Police Department,Central Reporting","police,accident"
18-FOI-00044,Unknown,
18-FOI-00045,Unknown,
18-FOI-00046,Unknown,
18-FOI-00047,Unknown,
18-FOI-00048,Unknown,
18-FOI-00049,Unknown,
18-FOI-00050,"Central Reporting,Video (surveillance videos, APD,EMCS)","incident,video"
18-FOI-00051,Central Reporting,accident
18-FOI-00052,Unknown,
18-FOI-00053,Unknown,
18-FOI-00054,Unknown,
18-FOI-00055,"Video (surveillance videos, APD,EMCS),Central Reporting","video,accident"
18-FOI-00056,Police Department,police
18-FOI-00057,Unknown,
18-FOI-00058,Email searches,emails
18-FOI-00059,Unknown,
18-FOI-00060,Central Reporting,incident
18-FOI-00061,"Video (surveillance videos, APD,EMCS)",surveillance
18-FOI-00062,"Video (surveillance videos, APD,EMCS)",video
18-FOI-00063,Unknown,
18-FOI-00064,Unknown,
18-FOI-00065,Unknown,
18-FOI-00066,Unknown,
18-FOI-00067,Unknown,
18-FOI-00068,Contract Management,bid
18-FOI-00069,Contract Management,bid
18-FOI-00070,Unknown,
18-FOI-00071,Contract Management,contract
18-FOI-00072,Unknown,
18-FOI-00073,Unknown,
18-FOI-00074,"Police Department,Central Reporting","police,incident"
18-FOI-00075,Unknown,
18-FOI-00076,"Video (surveillance videos, APD,EMCS),Central Reporting","surveillance,incident"
18-FOI-00077,Unknown,
18-FOI-00078,"Central Reporting,Video (surveillance videos, APD,EMCS)","incident,video"
18-FOI-00079,Unknown,
18-FOI-00080,Unknown,
18-FOI-00081,"Video (surveillance videos, APD,EMCS)",video
18-FOI-00082,Unknown,
18-FOI-00083,Contract Management,bid
18-FOI-00084,Unknown,
18-FOI-00085,Unknown,
18-FOI-00086,Unknown,
18-FOI-00087,Unknown,
18-FOI-00088,"Video (surveillance videos, APD,EMCS),Central Reporting","video,accident"
18-FOI-00089,Contract Management,contract
18-FOI-00090,Unknown,
18-FOI-00091,"Central Reporting,Police Department","accident,police"
18-FOI-00092,Central Reporting,incident
18-FOI-00093,Unknown,
18-FOI-00094,"Central Reporting,Video (surveillance videos, APD,EMCS)","accident,video"
18-FOI-00095,Unknown,
18-FOI-00096,Unknown,
18-FOI-00097,Unknown,
18-FOI-00098,Unknown,
18-FOI-00099,Procurement,procurement
18-FOI-00100,Email searches,emails
18-FOI-00101,"Video (surveillance videos, APD,EMCS)",video
18-FOI-00102,Unknown,
18-FOI-00103,Central Reporting,accident
18-FOI-00104,Unknown,
18-FOI-00105,Contract Management,contract
18-FOI-00106,Unknown,
18-FOI-00107,Central Reporting,incident
18-FOI-00108,"Video (surveillance videos, APD,EMCS)",video
18-FOI-00109,Unknown,
18-FOI-00110,Unknown,
18-FOI-00111,"Mechanical Systems,Central Reporting,Video (surveillance videos, APD,EMCS)","locomotives,incident,video"
18-FOI-00112,Unknown,
18-FOI-00113,Unknown,
18-FOI-00114,"Video (surveillance videos, APD,EMCS)",video
18-FOI-00115,Central Reporting,accident
18-FOI-00116,Unknown,
18-FOI-00117,Unknown,
18-FOI-00118,"Procurement,Contract Management","solicitation,contract"
18-FOI-00119,Unknown,
18-FOI-00120,Unknown,
18-FOI-00121,Unknown,
18-FOI-00122,Unknown,
18-FOI-00123,Unknown,
18-FOI-00124,Unknown,
18-FOI-00125,"Video (surveillance videos, APD,EMCS)",surveillance
18-FOI-00126,Central Reporting,incident
18-FOI-00127,"VP Comptroller Finance Financial Planning and Analysis ,Contract Management","financial,contract"
18-FOI-00128,Unknown,
18-FOI-00129,Unknown,
18-FOI-00130,"Video (surveillance videos, APD,EMCS),Central Reporting","video,incident"
18-FOI-00131,Unknown,
18-FOI-00132,"Video (surveillance videos, APD,EMCS),Central Reporting","video,incident"
18-FOI-00133,Contract Management,bid
18-FOI-00134,Unknown,
18-FOI-00135,Unknown,
18-FOI-00136,Contract Management,contract
18-FOI-00137,Unknown,
18-FOI-00138,Unknown,
18-FOI-00139,Unknown,
18-FOI-00140,Unknown,
18-FOI-00141,Central Reporting,incident
18-FOI-00142,Unknown,
18-FOI-00143,Unknown,
18-FOI-00145,Unknown,
18-FOI-00146,Contract Management,contracts
18-FOI-00147,Email searches,emails
18-FOI-00148,Contract Management,bid
18-FOI-00149,"Video (surveillance videos, APD,EMCS)",surveillance
18-FOI-00150,Unknown,
18-FOI-00151,Unknown,
18-FOI-00152,Unknown,
18-FOI-00153,Unknown,
18-FOI-00154,Unknown,
18-FOI-00155,Contract Management,contract
18-FOI-00156,Train Schedules,delays
18-FOI-00157,VP Comptroller Finance Financial Planning and Analysis ,financial
18-FOI-00158,VP Comptroller Finance Financial Planning and Analysis ,financial
18-FOI-00159,"Video (surveillance videos, APD,EMCS)",video
18-FOI-00160,Central Reporting,incident
18-FOI-00161,Unknown,
18-FOI-00162,Contract Management,contract
18-FOI-00163,"Video (surveillance videos, APD,EMCS),Central Reporting","video,incident"
18-FOI-00164,Contract Management,contract
18-FOI-00165,Unknown,
18-FOI-00166,Central Reporting,incident
18-FOI-00167,Unknown,
18-FOI-00168,Unknown,
18-FOI-00169,Unknown,
18-FOI-00170,Unknown,
18-FOI-00171,Unknown,
18-FOI-00172,Email searches,emails
18-FOI-00173,Unknown,
18-FOI-00174,Central Reporting,incident
18-FOI-00175,"Video (surveillance videos, APD,EMCS)",video
18-FOI-00176,"Video (surveillance videos, APD,EMCS)",video
18-FOI-00177,Unknown,
18-FOI-00178,Unknown,
18-FOI-00179,Unknown,
18-FOI-00180,"Video (surveillance videos, APD,EMCS)",video
18-FOI-00181,Unknown,
18-FOI-00182,Unknown,
18-FOI-00183,Central Reporting,incident
18-FOI-00184,"Central Reporting,Video (surveillance videos, APD,EMCS)","accident,video"
18-FOI-00185,Unknown,
18-FOI-00186,Unknown,
18-FOI-00187,Unknown,
18-FOI-00188,Unknown,
18-FOI-00189,Unknown,
18-FOI-00190,Central Reporting,incident
18-FOI-00191,Central Reporting,incident
18-FOI-00192,Unknown,
18-FOI-00193,Unknown,
18-FOI-00194,Unknown,
18-FOI-00195,Unknown,
18-FOI-00196,Unknown,
18-FOI-00197,Unknown,
18-FOI-00198,Unknown,
18-FOI-00199,Unknown,
18-FOI-00200,Unknown,
18-FOI-00201,Unknown,
18-FOI-00202,Unknown,
18-FOI-00203,Unknown,
18-FOI-00204,Email searches,emails
18-FOI-00205,Unknown,
18-FOI-00206,Unknown,
18-FOI-00207,"Video (surveillance videos, APD,EMCS),Central Reporting","video,accident"
18-FOI-00208,Unknown,
18-FOI-00209,VP Comptroller Finance Financial Planning and Analysis ,financial
18-FOI-00210,Contract Management,contracts
18-FOI-00211,Police Department,police
18-FOI-00212,Unknown,
18-FOI-00213,"Video (surveillance videos, APD,EMCS),Central Reporting","video,incident"
18-FOI-00214,Unknown,
18-FOI-00215,Unknown,
18-FOI-00216,Central Reporting,incident
18-FOI-00217,Unknown,
18-FOI-00218,Central Reporting,accident
19-FOI-00001,Central Reporting,incident
19-FOI-00002,"Central Reporting,Telephone Records,Police Department","incident,telephone,police"
19-FOI-00003,"Video (surveillance videos, APD,EMCS),Central Reporting","surveillance,incident"
19-FOI-00004,Unknown,
19-FOI-00005,Unknown,
19-FOI-00006,Unknown,
19-FOI-00007,Contract Management,contract
19-FOI-00008,Central Reporting,accident
19-FOI-00009,Unknown,
19-FOI-00010,Unknown,
19-FOI-00011,Central Reporting,incident
19-FOI-00012,"Video (surveillance videos, APD,EMCS)",video
19-FOI-00013,Unknown,
19-FOI-00014,"Central Reporting,Video (surveillance videos, APD,EMCS)","incident,video"
19-FOI-00015,Unknown,
19-FOI-00016,"Video (surveillance videos, APD,EMCS),Central Reporting","video,accident"
19-FOI-00017,"Central Reporting,Video (surveillance videos, APD,EMCS)","accident,video"
19-FOI-00018,Unknown,
19-FOI-00019,Unknown,
19-FOI-00020,"Central Reporting,Video (surveillance videos, APD,EMCS)","incident,video"
19-FOI-00021,Police Department,police
19-FOI-00022,"Central Reporting,Police Department,Video (surveillance videos, APD,EMCS)","accident,police,video"
19-FOI-00023,Central Reporting,accident
19-FOI-00024,"Video (surveillance videos, APD,EMCS)",video
19-FOI-00025,"Video (surveillance videos, APD,EMCS)",video
19-FOI-00026,Central Reporting,incident
19-FOI-00027,Unknown,
19-FOI-00028,VP Comptroller Finance Financial Planning and Analysis ,financial
19-FOI-00029,Unknown,
19-FOI-00030,Unknown,
19-FOI-00031,Unknown,
19-FOI-00032,Unknown,
19-FOI-00033,Unknown,
19-FOI-00034,Unknown,
19-FOI-00035,Unknown,
19-FOI-00036,Contract Management,contract
19-FOI-00037,Unknown,
19-FOI-00038,Unknown,
19-FOI-00039,Contract Management,contracts
19-FOI-00040,Unknown,
19-FOI-00041,Unknown,
19-FOI-00042,"Video (surveillance videos, APD,EMCS)",video
19-FOI-00043,Unknown,
19-FOI-00044,Unknown,
19-FOI-00045,Unknown,
19-FOI-00046,Unknown,
19-FOI-00047,"Video (surveillance videos, APD,EMCS),Central Reporting,Police Department","video,incident,police"
19-FOI-00048,Central Reporting,incident
19-FOI-00049,"Video (surveillance videos, APD,EMCS),Central Reporting","video,accident"
19-FOI-00050,Unknown,
19-FOI-00051,Police Department,police
19-FOI-00052,Train Schedules,delay
19-FOI-00053,Unknown,
19-FOI-00054,"Video (surveillance videos, APD,EMCS)",video
19-FOI-00055,Central Reporting,accident
19-FOI-00056,"Police Department,Central Reporting","police,incident"
19-FOI-00057,"Video (surveillance videos, APD,EMCS),Central Reporting","video,incident"
19-FOI-00058,"Central Reporting,Police Department","incident,police"
19-FOI-00059,Unknown,
19-FOI-00060,"Central Reporting,Police Department","accident,police"
19-FOI-00061,Unknown,
19-FOI-00062,Unknown,
19-FOI-00063,Unknown,
19-FOI-00064,Unknown,
19-FOI-00065,"Video (surveillance videos, APD,EMCS)",video
19-FOI-00066,"Video (surveillance videos, APD,EMCS),Central Reporting","video,incident"
19-FOI-00067,"Video (surveillance videos, APD,EMCS),Central Reporting","video,incident"
19-FOI-00068,Unknown,
19-FOI-00069,Unknown,
19-FOI-00070,Unknown,
19-FOI-00071,Unknown,
19-FOI-00072,Unknown,
19-FOI-00073,Unknown,
19-FOI-00074,Unknown,
19-FOI-00075,Unknown,
19-FOI-00076,Unknown,
19-FOI-00077,Train Scheduling,consist
19-FOI-00078,Unknown,
19-FOI-00079,Unknown,
19-FOI-00080,"Central Reporting,Video (surveillance videos, APD,EMCS),Police Department","incident,surveillance,police"
19-FOI-00081,Unknown,
19-FOI-00082,Contract Management,contracts
19-FOI-00083,Contract Management,contracts
19-FOI-00084,Unknown,
19-FOI-00085,Unknown,
19-FOI-00086,Central Reporting,accident
19-FOI-00087,Unknown,
19-FOI-00088,Unknown,
19-FOI-00089,Unknown,
19-FOI-00090,Unknown,
19-FOI-00091,Unknown,
19-FOI-00092,Police Department,police
19-FOI-00093,Unknown,
19-FOI-00094,"Video (surveillance videos, APD,EMCS),Central Reporting","video,incident"
19-FOI-00095,"Pricing & Revenue Management, Train Fares",fee
19-FOI-00096,"Central Reporting,Police Department","accident,police"
19-FOI-00097,Unknown,
19-FOI-00098,Unknown,
19-FOI-00099,Unknown,
19-FOI-00100,Unknown,
19-FOI-00101,Unknown,
19-FOI-00102,Contract Management,bid
19-FOI-00103,Contract Management,bid
19-FOI-00104,Unknown,
19-FOI-00105,VP Comptroller Finance Financial Planning and Analysis ,financial
19-FOI-00106,Contract Management,contracts
19-FOI-00107,Contract Management,contract
19-FOI-00108,Contract Management,contracts
19-FOI-00109,Unknown,
19-FOI-00110,Unknown,
19-FOI-00111,Unknown,
19-FOI-00112,Unknown,
19-FOI-00113,Email searches,emails
19-FOI-00114,Unknown,
19-FOI-00115,Central Reporting,accident
19-FOI-00116,Central Reporting,incident
19-FOI-00117,Unknown,
19-FOI-00118,"Central Reporting,Video (surveillance videos, APD,EMCS)","incident,video"
19-FOI-00119,Contract Management,contracts
19-FOI-00120,Unknown,
19-FOI-00121,"Video (surveillance videos, APD,EMCS),Central Reporting","video,incident"
19-FOI-00122,Unknown,
19-FOI-00123,Unknown,
19-FOI-00124,Unknown,
19-FOI-00125,Contract Management,contract
19-FOI-00126,Contract Management,contract
19-FOI-00127,Unknown,
19-FOI-00128,Telephone Records,telephone
19-FOI-00129,Unknown,
19-FOI-00130,Contract Management,contract
19-FOI-00132,Unknown,
19-FOI-00133,Central Reporting,incident
19-FOI-00134,Unknown,
19-FOI-00135,Police Department,police
19-FOI-00136,Unknown,
19-FOI-00137,Central Reporting,accident
19-FOI-00138,Unknown,
19-FOI-00139,Unknown,
19-FOI-00140,Unknown,
19-FOI-00141,Central Reporting,incident
19-FOI-00142,Unknown,
19-FOI-00143,Central Reporting,incident
19-FOI-00144,Unknown,
19-FOI-00145,Customer Service,customer
19-FOI-00146,Unknown,
19-FOI-00147,Unknown,
19-FOI-00148,Central Reporting,incident
19-FOI-00149,Central Reporting,incident
19-FOI-00150,Contract Management,contract
19-FOI-00151,Unknown,
19-FOI-00152,Unknown,
19-FOI-00153,Unknown,
19-FOI-00155,"Video (surveillance videos, APD,EMCS),Central Reporting","video,accident"
19-FOI-00156,Contract Management,bid
19-FOI-00157,Unknown,
19-FOI-00158,Unknown,
19-FOI-00159,Unknown,
19-FOI-00160,"Central Reporting,Video (surveillance videos, APD,EMCS),Lawsuits","accident,video,lawsuit"
19-FOI-00161,Unknown,
19-FOI-00162,Unknown,
19-FOI-00163,Unknown,
19-FOI-00164,"Video (surveillance videos, APD,EMCS),Central Reporting","video,accident"
19-FOI-00165,Police Department,police
19-FOI-00166,Unknown,
19-FOI-00167,Unknown,
19-FOI-00168,Unknown,
19-FOI-00169,Unknown,
19-FOI-00170,Unknown,
19-FOI-00171,Email searches,emails
19-FOI-00172,Contract Management,bid
19-FOI-00173,Unknown,
19-FOI-00174,"Video (surveillance videos, APD,EMCS)",video
19-FOI-00175,Central Reporting,accident
19-FOI-00176,Contract Management,bid
19-FOI-00177,Unknown,
19-FOI-00178,Unknown,
19-FOI-00179,Unknown,
19-FOI-00180,Central Reporting,incident
19-FOI-00181,Contract Management,bid
19-FOI-00182,"Video (surveillance videos, APD,EMCS)",video
19-FOI-00183,"Central Reporting,Video (surveillance videos, APD,EMCS)","incident,video"
19-FOI-00184,"Video (surveillance videos, APD,EMCS)",video
19-FOI-00185,Contract Management,bid
19-FOI-00186,Unknown,
19-FOI-00187,Contract Management,bid
19-FOI-00188,"Contract Management,Police Department","contractors,police"
19-FOI-00189,Unknown,
19-FOI-00190,Email searches,emails
19-FOI-00191,Unknown,
19-FOI-00192,VP Comptroller Finance Financial Planning and Analysis ,financial
19-FOI-00193,Unknown,
19-FOI-00194,"Video (surveillance videos, APD,EMCS)",video
19-FOI-00195,Unknown,
19-FOI-00196,Police Department,police
19-FOI-00197,Contract Management,contracts
19-FOI-00198,"Central Reporting,Video (surveillance videos, APD,EMCS)","incident,video"
19-FOI-00199,Unknown,
19-FOI-00200,Unknown,
19-FOI-00201,Contract Management,contract
19-FOI-00202,Telephone Records,telephone
19-FOI-00203,Telephone Records,telephone
19-FOI-00204,"Central Reporting,Lawsuits","incident,lawsuit"
19-FOI-00205,Unknown,
19-FOI-00206,Unknown,
19-FOI-00207,Unknown,
19-FOI-00208,Unknown,
19-FOI-00209,Central Reporting,accident
19-FOI-00210,Contract Management,contract
19-FOI-00211,Unknown,
19-FOI-00212,Unknown,
19-FOI-00213,Email searches,emails
2009-APP-00001,Unknown,
2010-APP-00001,Contract Management,bid
2010-APP-00004,Unknown,
2010-APP-00005,Unknown,
2010-APP-00006,Unknown,
2010-APP-00007,Central Reporting,accident
2010-APP-00008,Unknown,
2010-APP-00009,Unknown,
2011-APP-00001,Unknown,
2011-APP-00002,Unknown,
2011-APP-00003,Unknown,
2011-APP-00004,Unknown,
2011-APP-00005,Unknown,
2011-APP-00006,Unknown,
2012-APP-00001,"Video (surveillance videos, APD,EMCS),Central Reporting","video,accident"
2012-APP-00002,Unknown,
2012-APP-00003,Unknown,
2013-APP-00001,"Video (surveillance videos, APD,EMCS)",video
2013-APP-00002,Unknown,
2013-APP-00003,Unknown,
2013-APP-00004,Unknown,
2014-APP-00001,Unknown,
2014-APP-00002,Unknown,
2014-APP-00003,"Video (surveillance videos, APD,EMCS)",video
2014-APP-00004,Unknown,
2014-APP-00005,Unknown,
2014-APP-00006,Unknown,
2015-APP-00001,Unknown,
2015-APP-00002,Unknown,
2015-APP-00003,Unknown,
2015-APP-00004,Unknown,
2015-APP-00006,Unknown,
2016-APP-00001,Unknown,
2016-APP-00002,Unknown,
2016-APP-00003,Unknown,
2016-APP-00004,Unknown,
2017-APP-00001,Unknown,
2017-APP-00002,Unknown,
2017-APP-00003,Unknown,
2017-APP-00004,Unknown,
2017-APP-00005,Unknown,
2018-APP-00001,Email searches,emails
2018-APP-00002,Unknown,
2019-APP-00001,Unknown,
2019-APP-00002,Unknown,
2019-APP-00003,Unknown,
2019-APP-00004,Unknown,
2019-APP-00005,Unknown,
2019-APP-00006,Unknown,
2020-APP-00001,Unknown,
2020-APP-00002,"Video (surveillance videos, APD,EMCS)",surveillance
2020-APP-00003,"Central Reporting,Police Department","accident,police"
2020-APP-00004,Unknown,
2021-APP-00001,"VP Comptroller Finance Financial Planning and Analysis ,Contract Management,Procurement,Customer Service","financial,contract,procurement,customer"
2022-APP-00001,Occupational Disciplinary Investigations,discrimination
2022-APP-00002,"Occupational Disciplinary Investigations,Central Reporting","discrimination,incident"
2022-APP-00003,Occupational Disciplinary Investigations,discrimination
2022-APP-00004,Unknown,
2023-APP-00001,"Video (surveillance videos, APD,EMCS),Pricing & Revenue Management, Train Fares,Train Schedules","video,fee,delay"
2023-APP-00002,Unknown,
2023-APP-00003,Unknown,
2023-APP-00004,Unknown,
2023-APP-00005,Unknown,
2023-APP-00006,Unknown,
2023-APP-00007,Unknown,
2023-APP-00008,Unknown,
2023-APP-00009,Unknown,
2023-CONS-00001,Unknown,
2023-CONS-00002,VP Comptroller Finance Financial Planning and Analysis ,financial
2023-CONS-00003,Unknown,
2023-CONS-00004,Unknown,
2023-CONS-00005,Unknown,
2023-CONS-00006,Unknown,
2024-APP-00001,Unknown,
2024-APP-00002,"Customer Service,Contract Management","customer,contractors"
2024-APP-00003,Customer Service,customer
2024-APP-00004,"Video (surveillance videos, APD,EMCS)",video
2024-APP-00005,VP Comptroller Finance Financial Planning and Analysis ,financial
2024-APP-00006,"Pricing & Revenue Management, Train Fares",fee
2024-APP-00008,Unknown,
2024-APP-00009,"Video (surveillance videos, APD,EMCS)",video
2024-APP-00010,"Video (surveillance videos, APD,EMCS)",video
2024-APP-00011,Unknown,
2024-APP-00012,VP Comptroller Finance Financial Planning and Analysis ,financial
2024-APP-00013,Claims,claims
2024-APP-00014,Unknown,
2024-CONS-00001,Unknown,
2024-CONS-00002,VP Comptroller Finance Financial Planning and Analysis ,financial
2024-CONS-00003,VP Comptroller Finance Financial Planning and Analysis ,financial
2024-CONS-00004,Unknown,
2024-CONS-00005,"Contract Management,Central Reporting","contracts,incident"
2025-APP-00001,Unknown,
2025-APP-00002,Unknown,
2025-APP-00004,Unknown,
2025-APP-00005,"VP Comptroller Finance Financial Planning and Analysis ,Ridership Statistics, Station Ridership Data","financial,statistics"
2025-CONS-00001,Unknown,
20-FOI-00001,Unknown,
20-FOI-00002,Unknown,
20-FOI-00003,Unknown,
20-FOI-00004,Unknown,
20-FOI-00005,Central Reporting,incident
20-FOI-00006,"Central Reporting,Police Department","accident,police"
20-FOI-00007,Unknown,
20-FOI-00008,"Video (surveillance videos, APD,EMCS)",surveillance
20-FOI-00009,Unknown,
20-FOI-00010,Unknown,
20-FOI-00011,Unknown,
20-FOI-00012,Customer Service,customer
20-FOI-00013,Unknown,
20-FOI-00014,Unknown,
20-FOI-00015,Unknown,
20-FOI-00016,Contract Management,contracts
20-FOI-00017,Train Scheduling,consist
20-FOI-00018,"Video (surveillance videos, APD,EMCS),Central Reporting,Police Department,Customer Service","video,incident,police,customer"
20-FOI-00019,Unknown,
20-FOI-00020,Unknown,
20-FOI-00021,Unknown,
20-FOI-00022,Unknown,
20-FOI-00023,Unknown,
20-FOI-00024,Train Schedules,delays
20-FOI-00025,Unknown,
20-FOI-00026,Unknown,
20-FOI-00027,Contract Management,contractors
20-FOI-00028,Contract Management,contracts
20-FOI-00029,Unknown,
20-FOI-00030,Unknown,
